"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.132735060556833,0.00433043472335217,30.6516710299431,1.71621581948132e-202
"HHusmig_allperiod",0.0705850279177688,0.0196836903701442,3.58596516153447,0.000336489044057217
"HHusmig_fem_allperiod",0.044318982328806,0.0390762963441192,1.13416537582062,0.256736317532001
"factor(id_panelgroup)2",0.0030860499834799,0.0039843204818939,0.774548633199552,0.438613918866194
"hhmaxedu_q1",-0.0132458856645757,0.00150342657568752,-8.81046396197854,1.32750563880528e-18
