"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.130067726786946,0.00340735683485149,38.1726168085987,2.60440444152387e-312
"HHusmig_allperiod",0.0389310917786264,0.0130381191197339,2.98594386361313,0.00282903006897678
"HHusmig_fem_allperiod",0.0509946272947282,0.0285803413349407,1.78425536270223,0.0743909694182495
"factor(id_panelgroup)2",-6.51766744284892e-05,0.00339476269404272,-0.0191991842442667,0.984682319439293
"hhmaxedu_q1",-0.0110369551705907,0.00124569214904702,-8.86009852356717,8.36852084864792e-19
